Season,Race,Overtakes,TV,Percentage,raceId,circuitId,name_x,url,weather_description,weather
2012,Singapore,64,21,32.81,873,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,Hot and humid[2]Air Temp 29 °C (84 °F)[2]Track Temp 31 °C (88 °F)[2],Dry
2012,Japan,44,9,20.45,874,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,Fine and Dry[2]Air Temp 23 °C (73 °F)[2]Track Temp 32 °C (90 °F)[2],Dry
2012,South Korea,36,23,63.89,875,35,Korean Grand Prix,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,Fine and Dry[3]Air Temp 21 °C (70 °F)[3]Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F)[3],Dry
2012,India,35,18,51.43,876,68,Indian Grand Prix,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,"Fine, Dry, a little hazy and a little dusty[2]Air Temp 30 °C (86 °F)[2]Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F)[2]",Dry
2012,Abu Dhabi,56,27,48.21,877,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,Dry[2]Air Temp 29 °C (84 °F)[2]Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F)[2],Dry
2012,USA,69,39,56.52,878,69,United States Grand Prix,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,Scattered clouds[2][3]Air temp 24 °C (75 °F)[3]Track temp 32 °C (90 °F)[3],Dry
2012,Brazil,158,62,39.24,879,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,"Race start: drops of rain, light rain shower getting heavier at the end.[2]Air Temp 19 °C (66 °F)[2]Track Temp 21 °C (70 °F)[2]",Wet
2013,Australia,59,21,35.59,880,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,"Scattered Clouds, Fine and Dry[2]Air Temp 18 °C (64 °F)[2]Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F)[2]",Dry
2013,Malaysia,55,32,58.18,881,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,Light rain clearing to cloudy and dry,Wet
2013,China,84,44,52.38,882,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,Cloudy,Dry
2013,Bahrain,89,52,58.43,883,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,Sunny,Dry
2013,Spain,74,31,41.89,884,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,Sunny,Dry
2013,Monaco,17,7,41.18,885,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,Warm and sunny,Dry
2013,Canada,48,22,45.83,886,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2],Dry
2013,Great Britain,92,46,50.0,887,9,British Grand Prix,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,Dry,Dry
2013,Germany,54,26,48.15,888,20,German Grand Prix,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,Sunny,Dry
2013,Hungary,28,10,35.71,890,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,"Very hot and sunny, 35 °C.",Dry
2013,Belgium,64,34,53.13,891,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,Cloudy,Dry
2013,Italy,28,18,64.29,892,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,Cloudy,Dry
2013,Singapore,39,21,53.85,893,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,Dry and 29 degrees,Dry
2013,South Korea,69,33,47.83,894,35,Korean Grand Prix,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,Cloudy with maximum temperatures reaching 29 degrees during the day,Dry
2013,Japan,34,24,70.59,895,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,Warm and sunny,Dry
2013,India,57,31,54.39,896,68,Indian Grand Prix,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,"Sunny, haze",Dry
2013,Abu Dhabi,47,36,76.6,897,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,Clear,Dry
2013,USA,23,17,73.91,898,69,United States Grand Prix,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,"Partly cloudy, warmTemperatures reaching up to 89.1 °F (31.7 °C); wind speeds approaching speeds of 11.1 miles per hour (17.9 km/h)[2]",Dry
2013,Brazil,68,29,42.65,899,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,"Cloudy, Air Temp: 18°C",Dry
2014,Australia,30,13,43.33,900,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,"Overcast, 19 °C(66 °F)",Dry
2014,Malaysia,33,23,69.7,901,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,"Dry, 32°C",Dry
2014,Bahrain,74,47,63.51,902,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,Dry,Dry
2014,China,42,19,45.24,903,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,"Mostly cloudy, dry",Dry
2014,Spain,43,22,51.16,904,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,Sunny,Dry
2014,Monaco,10,8,80.0,905,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F).",Dry
2014,Canada,32,14,43.75,906,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5],Dry
2014,Austria,43,16,37.21,907,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,"Partially cloudy, hot and dry",Dry
2014,Great Britain,43,20,46.51,908,9,British Grand Prix,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.,Dry
2014,Germany,92,55,59.78,909,10,German Grand Prix,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,Cloudy with maximum temperatures reaching 26 degrees during the day.,Dry
2014,Hungary,52,17,32.69,910,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,"Overcast. Wet track at start, then drying.Scattered thunderstorms during the day, temperatures reaching a maximum of 26 degrees.[1]",Wet
2014,Belgium,62,32,51.61,911,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,Mostly cloudy,Dry
2014,Italy,45,26,57.78,912,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,"Sunny; Air: 25 °C (77 °F), Track: 37 to 42 °C (99 to 108 °F)",Dry
2014,Singapore,52,23,44.23,913,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).,Dry
2014,Japan,37,13,35.14,914,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,Rain. Air: 20 °C (68 °F) Track: 24 °C (75 °F),Wet
2014,Russia,44,18,40.91,915,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,"Fine and dry;21 °C (70 °F) ambient temperature,33 °C (91 °F) track temperature[4]",Dry
2014,USA,40,32,80.0,916,69,United States Grand Prix,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,Sunny,Dry
2014,Brazil,41,25,60.98,917,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,"Sunny, Air: 23 to 24 °C (73 to 75 °F), Track: 46 to 50 °C (115 to 122 °F)",Dry
2014,Abu Dhabi,56,27,48.21,918,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).[2] (Night race)",Dry
2015,Australia,11,8,72.73,926,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south[3],Dry
2015,Malaysia,74,53,71.62,927,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6.6 ft/s) wind from the south[3],Dry
2015,China,32,25,78.13,928,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1],Dry
2015,Bahrain,45,24,53.33,929,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]",Dry
2015,Spain,30,18,60.0,930,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3],Dry
2015,Monaco,10,3,30.0,931,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1.5 m/s (4.9 ft/s) wind from the west[2],Dry
2015,Canada,38,27,71.05,932,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north[2],Dry
2015,Austria,21,15,71.43,933,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6.6 ft/s) wind from the west[2],Dry
2015,Great Britain,22,9,40.91,934,9,British Grand Prix,http://en.wikipedia.org/wiki/2015_British_Grand_Prix,"Cloudy, rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2.5 m/s (8.2 ft/s) wind from the east[2]",Wet
2015,Hungary,35,16,45.71,936,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix,Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3.2 m/s (10 ft/s) wind from the east[2],Dry
2015,Belgium,30,21,70.0,937,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3.5 m/s (11 ft/s) wind from the northwest[2],Dry
2015,Italy,33,19,57.58,938,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1.5 m/s (4.9 ft/s) wind from changing directions[2],Dry
2015,Singapore,15,11,73.33,939,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0.5 m/s (1.6 ft/s) wind from the west[2],Dry
2015,Japan,37,23,62.16,940,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2],Dry
2015,Russia,31,16,51.61,941,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2015_Russian_Grand_Prix,Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[2],Dry
2015,USA,63,44,69.84,942,69,United States Grand Prix,http://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south[2],Dry
2015,Mexico,33,18,54.55,943,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix,Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1.5 m/s (4.9 ft/s) wind from the northwest[2],Dry
2015,Brazil,38,31,81.58,944,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,Dry22–28 °C (72–82 °F) air temperature38–48 °C (100–118 °F) track temperature2.5 m/s (8.2 ft/s) wind from the north[2],Dry
2015,Abu Dhabi,31,24,77.42,945,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3],Dry
2016,Australia,37,17,45.95,948,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4],Dry
2016,Bahrain,90,57,63.33,949,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4],Dry
2016,China,170,91,53.53,950,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4],Dry
2016,Russia,31,22,70.97,951,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix,Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southwest[4],Dry
2016,Spain,54,15,27.78,952,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4],Dry
2016,Monaco,14,7,50.0,953,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]",Wet
2016,Canada,33,13,39.39,954,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],Dry
2016,Europe,80,46,57.5,955,73,European Grand Prix,http://en.wikipedia.org/wiki/2016_European_Grand_Prix,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],Dry
2016,Austria,78,47,60.26,956,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,Cloudy,Dry
2016,Great Britain,16,8,50.0,957,9,British Grand Prix,http://en.wikipedia.org/wiki/2016_British_Grand_Prix,"Wet at start, dry later",Wet
2016,Hungary,12,3,25.0,958,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,Sunny,Dry
2016,Germany,58,27,46.55,959,10,German Grand Prix,http://en.wikipedia.org/wiki/2016_German_Grand_Prix,Partially cloudy and dry,Dry
2016,Belgium,50,30,60.0,960,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,Partially cloudy and dry,Dry
2016,Italy,49,25,51.02,961,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix,"Sunny, warm",Dry
2016,Singapore,40,20,50.0,962,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix,Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2],Dry
2016,Malaysia,44,28,63.64,963,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2],Dry
2016,Japan,50,25,50.0,964,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix,Cloudy,Dry
2016,USA,57,25,43.86,965,69,United States Grand Prix,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2],Dry
2016,Mexico,26,12,46.15,966,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,Sunny,Dry
2016,Brazil,65,25,38.46,967,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,Rain and 16 °C (60.8 °F),Wet
2016,Abu Dhabi,43,22,51.16,968,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix,Sunny,Dry
2017,Australia,2,2,100.0,969,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3],Dry
2017,China,36,20,55.56,970,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,"Light rain at start, drying later.",Wet
2017,Bahrain,38,28,73.68,971,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,Clear,Dry
2017,Russia,0,0,0.0,972,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix,Sunny,Dry
2017,Spain,20,13,65.0,973,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,Sunny,Dry
2017,Monaco,3,1,33.33,974,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix,Sunny,Dry
2017,Canada,34,20,58.82,975,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4],Dry
2017,Azerbaijan,48,35,72.92,976,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix,Sunny,Dry
2017,Austria,13,6,46.15,977,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix,Partly cloudy,Dry
2017,Great Britain,39,20,51.28,978,9,British Grand Prix,http://en.wikipedia.org/wiki/2017_British_Grand_Prix,Overcast,Dry
2017,Hungary,9,2,22.22,979,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix,Sunny,Dry
2017,Belgium,42,23,54.76,980,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix,Partially cloudy and dry,Dry
2017,Italy,38,22,57.89,981,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix,Sunny,Dry
2017,Singapore,16,11,68.75,982,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix,"Wet at start, then drying. Air temperature: 28°C (82°F)",Wet
2017,Malaysia,33,21,63.64,983,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix,Cloudy,Dry
2017,Japan,19,16,84.21,984,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix,Sunny,Dry
2017,USA,44,14,31.82,985,69,United States Grand Prix,http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4],Dry
2017,Mexico,26,23,88.46,986,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix,"Sunny, dry",Dry
2017,Brazil,37,28,75.68,987,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix,Sunny,Dry
2017,Abu Dhabi,12,9,75.0,988,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix,Clear,Dry
2018,Australia,5,3,60.0,989,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix,Sunny,Dry
2018,Bahrain,62,37,59.68,990,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix,Clear,Dry
2018,China,53,24,45.28,991,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,Sunny,Dry
2018,Azerbaijan,58,32,55.17,992,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix,Cloudy,Dry
2018,Spain,13,9,69.23,993,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix,"Partially cloudy and dry, 16°C and cold.",Dry
2018,Monaco,4,3,75.0,994,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,Sunny,Dry
2018,Canada,15,6,40.0,995,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2],Dry
2018,France,52,35,67.31,996,34,French Grand Prix,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,"Partially cloudy, warm and dry",Dry
2018,Austria,30,16,53.33,997,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,Sunny,Dry
2018,Great Britain,33,20,60.61,998,9,British Grand Prix,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,Sunny 27.0 °C (80.6 °F)[2],Dry
2018,Germany,66,45,68.18,999,10,German Grand Prix,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,Overcast with intermittent rain,Wet
2018,Hungary,21,17,80.95,1000,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,Sunny,Dry
2018,Belgium,30,19,63.33,1001,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,Cloudy,Dry
2018,Italy,44,24,54.55,1002,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,Sunny,Dry
2018,Singapore,13,9,69.23,1003,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,Clear,Dry
2018,Russia,33,14,42.42,1004,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,Cloudy,Dry
2018,Japan,60,43,71.67,1005,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,Partly cloudy,Dry
2018,USA,31,11,35.48,1006,69,United States Grand Prix,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix,Partly cloudy,Dry
2018,Mexico,36,14,38.89,1007,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix,Sunny,Dry
2018,Brazil,52,30,57.69,1008,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix,Cloudy,Dry
2018,Abu Dhabi,38,26,68.42,1009,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,Clear,Dry
2019,Australia,12,9,75.0,1010,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,Sunny,Dry
2019,Bahrain,73,35,47.95,1011,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,Clear,Dry
2019,China,40,17,42.5,1012,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,Partly cloudy,Dry
2019,Azerbaijan,62,31,50.0,1013,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,Mostly sunny,Dry
2019,Spain,26,9,34.62,1014,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,Sunny,Dry
2019,Monaco,2,2,100.0,1015,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,Overcast,Dry
2019,Canada,30,12,40.0,1016,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2],Dry
2019,France,28,21,75.0,1017,34,French Grand Prix,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,Clear,Dry
2019,Austria,50,19,38.0,1018,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,"Sunny, 36C (97F)",Dry
2019,Great Britain,33,11,33.33,1019,9,British Grand Prix,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,Partly cloudy,Dry
2019,Germany,94,39,41.49,1020,10,German Grand Prix,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,"Early rain, Late clouds",Wet
2019,Hungary,31,18,58.06,1021,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,Sunny,Dry
2019,Belgium,63,35,55.56,1022,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,Partly cloudy,Dry
2019,Italy,45,13,28.89,1023,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,Partly cloudy,Dry
2019,Singapore,59,45,76.27,1024,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,Slightly hazy,Dry
2019,Russia,28,14,50.0,1025,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,Partly cloudy,Dry
2019,Japan,58,25,43.1,1026,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,Sunny,Dry
2019,Mexico,46,20,43.48,1027,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,Partly cloudy,Dry
2019,USA,61,27,44.26,1028,69,United States Grand Prix,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,Sunny,Dry
2019,Brazil,71,24,33.8,1029,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,Sunny,Dry
2019,Abu Dhabi,37,21,56.76,1030,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix,Clear,Dry
2020,Austria,29,17,58.62,1031,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix,Sunny,Dry
