Season,Race,Overtakes,TV,Percentage,raceId,circuitId,name_x,url,weather_description,weather
2001,Belgium,12,7,58.33,154,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,"Overcast, mild, dry, Air Temp: 12 to 16 °C (54 to 61 °F)",Dry
2001,Italy,28,8,28.57,155,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,"Sunny, partly cloudy, Air: 19 to 20 °C (66 to 68 °F), Track 26 °C (79 °F)",Dry
2001,USA,17,5,29.41,156,19,United States Grand Prix,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,"Sunny, cool, Air: 19–22 °C (66–72 °F);Track 27–28 °C (81–82 °F)",Dry
2001,Japan,18,3,16.67,157,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,"Cloudy, mild, dry, air temp: 24°C",Dry
2000,Australia,11,1,9.09,158,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,"Sunny,[3] Air Temp: 20 °C",Dry
2000,Brazil,22,9,40.91,159,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,"Sunny with some clouds, Air: 22 °C (72 °F), Track: 35 °C (95 °F)",Dry
2000,San Marino,1,1,100.0,160,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,"Overcast, mild, dry; 16 °C (61 °F)",Dry
2000,Great Britain,10,3,30.0,161,9,British Grand Prix,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,"Sunny, mild, dry, Air Temp: 10 °C (50 °F)",Dry
2000,Spain,8,4,50.0,162,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,"Sunny, Mild, Dry",Dry
2000,Europe,37,17,45.95,163,20,European Grand Prix,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,"Dry at first, rain later on, Air: 11 °C (52 °F), Track: 12 °C (54 °F)",Wet
2000,Monaco,1,1,100.0,164,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,Sunny,Dry
2000,Canada,19,9,47.37,165,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,"Cloudy and raining; Air 17 °C (63 °F),Track 21 °C (70 °F)",Wet
2000,France,19,8,42.11,166,8,French Grand Prix,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,"Sunny, dry, Air Temp: 27°C",Dry
2000,Austria,28,7,25.0,167,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,"Partially cloudy, dry",Dry
2000,Germany,49,18,36.73,168,10,German Grand Prix,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,Dry/Wet,Wet
2000,Hungary,11,6,54.55,169,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,"Partially cloudy, very hot, dry",Dry
2000,Belgium,28,12,42.86,170,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,"Wet at start, drying, Air & track temperature; 15 °C (59 °F)",Wet
2000,Italy,20,8,40.0,171,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,Sunny with temperatures reaching up to 29 °C (84 °F)[4],Dry
2000,USA,48,8,16.67,172,19,United States Grand Prix,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,"Cloudy, drying, Air 12 °C (54 °F);Track 14 °C (57 °F)",Dry
2000,Japan,8,1,12.5,173,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,Dry/wet,Wet
2000,Malaysia,30,5,16.67,174,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,"Overcast, Very hot, Dry",Dry
1999,Australia,46,7,15.22,175,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,Sunny and dry with temperatures reaching up to 19 °C (66 °F)[1],Dry
1999,Brazil,34,4,11.76,176,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,"Sunny, hot, dry 25 °C (77 °F)[1]",Dry
1999,San Marino,7,4,57.14,177,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,"Sunny, mild, dry, 23 °C",Dry
1999,Monaco,5,2,40.0,178,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,"Sunny, hot, dry",Dry
1999,Spain,5,1,20.0,179,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,"Cloudy, hot, dry 22 °C (72 °F)[2]",Dry
1999,Canada,15,7,46.67,180,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,Hot with temperatures approaching 31.0 °C (87.8 °F)Wind speeds up to 5.1 km/h (3.2 mph)[1]Track 41–43 °C (106–109 °F),Dry
1999,France,42,17,40.48,181,8,French Grand Prix,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,"Overcast, mild, dry at first, rain later on",Wet
1999,Great Britain,13,4,30.77,182,9,British Grand Prix,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,"Sunny, mild, dry",Dry
1999,Austria,30,15,50.0,183,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,"Overcast, mild, dry",Dry
1999,Germany,18,12,66.67,184,10,German Grand Prix,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,"Partially cloudy, very hot, dry",Dry
1999,Hungary,4,0,0.0,185,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,"Partially cloudy, hot, dry, Air: 25 °C (77 °F), Track 37 °C (99 °F)",Dry
1999,Belgium,18,8,44.44,186,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,"Partially cloudy, mild, dry",Dry
1999,Italy,17,12,70.59,187,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,Hot and dry with temperatures reaching up to 30 °C (86 °F)[1],Dry
1999,Europe,29,8,27.59,188,20,European Grand Prix,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,Wet/Dry,Wet
1999,Malaysia,11,2,18.18,189,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,"Cloudy, hot, dry",Dry
1999,Japan,4,1,25.0,190,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,"Overcast, mild, dry",Dry
1998,Australia,5,1,20.0,191,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.",Dry
1998,Brazil,15,9,60.0,192,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,"Mostly cloudy, 31 °C (88 °F)",Dry
1998,Argentina,14,5,35.71,193,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,Cloudy with variable levels of dryness; temperatures reaching up to 19 °C (66 °F)[2],Dry
1998,San Marino,7,3,42.86,194,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,"Sunny, 25 °C",Dry
1998,Spain,11,2,18.18,195,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,Sunny and warm,Dry
1998,Monaco,2,1,50.0,196,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1],Dry
1998,Canada,10,4,40.0,197,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,Cool and overcast with air temperatures reaching up to 16.0 °C (60.8 °F)Wind speeds up to 2.9 km/h (1.8 mph) reported[1],Dry
1998,France,17,0,0.0,198,8,French Grand Prix,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,"Sunny, warm",Dry
1998,Great Britain,34,7,20.59,199,9,British Grand Prix,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,"Rain, Wet Track",Wet
1998,Austria,26,9,34.62,200,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,Sunny,Dry
1998,Germany,12,3,25.0,201,10,German Grand Prix,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,Cloudy but dry,Dry
1998,Hungary,10,3,30.0,202,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,"Cloudy, hot, dry; 30 °C (86 °F)",Dry
1998,Belgium,9,2,22.22,203,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,Cold and wet with rain becoming heavier,Wet
1998,Italy,21,3,14.29,204,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,Sunny,Dry
1998,Luxembourg,6,2,33.33,205,20,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,"Cloudy, cold, dry",Dry
1998,Japan,18,3,16.67,206,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,Fine,Dry
1997,Australia,4,0,0.0,207,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,"Partly Cloudy, Dry",Dry
1997,Brazil,33,5,15.15,208,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,Overcast and dry with temperatures reaching up to 23 °C (73 °F)[1],Dry
1997,Argentina,36,3,8.33,209,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]",Dry
1997,San Marino,5,3,60.0,210,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,"Cloudy, Dry, 17 °C",Dry
1997,Monaco,31,14,45.16,211,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,"Overcast, cold and rain, air temperature 11 °C (52 °F)",Wet
1997,Spain,25,3,12.0,212,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,Clear,Dry
1997,Canada,23,9,39.13,213,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,Clear and mild with temperatures approaching 22.7 °C (72.9 °F)Wind speeds up to 4.1 km/h (2.5 mph)[1],Dry
1997,France,8,3,37.5,214,8,French Grand Prix,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,"Dry at first, rain in closing stages",Wet
1997,Great Britain,14,3,21.43,215,9,British Grand Prix,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,"Sunny, Dry Track",Dry
1997,Germany,16,4,25.0,216,10,German Grand Prix,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,"Sunny, dry track",Dry
1997,Hungary,26,10,38.46,217,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,"Sunny, Dry Track, 27°C",Dry
1997,Belgium,58,14,24.14,218,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,"Wet, then drying out with temperatures reaching up to 28 °C (82 °F)[2]",Wet
1997,Italy,5,2,40.0,219,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,Dry with temperatures reaching up to 29 °C (84 °F)[1],Dry
1997,Austria,18,9,50.0,220,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,Sunny,Dry
1997,Luxembourg,10,3,30.0,221,20,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,"Partially cloudy, mild and dry",Dry
1997,Japan,11,6,54.55,222,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,Sunny[3],Dry
1997,Europe,11,4,36.36,223,26,European Grand Prix,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,Sunny with temperatures reaching up to 25 °C (77 °F)[3],Dry
1996,Australia,9,3,33.33,224,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,Dry with temperatures reaching up to 23 °C (73 °F)[1],Dry
1996,Brazil,39,9,23.08,225,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,"Thunderstorm, then drying with temperatures reaching up to 24 °C (75 °F)[1]",Wet
1996,Argentina,23,5,21.74,226,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,Dry with temperatures reaching up to 21 °C (70 °F)[1],Dry
1996,Europe,23,6,26.09,227,20,European Grand Prix,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,"Cloudy, but dry",Dry
1996,San Marino,5,2,40.0,228,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,Sunny,Dry
1996,Monaco,6,2,33.33,229,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,"Overcast, mild, wet at first, drying later, light rain at finish",Wet
1996,Spain,6,3,50.0,230,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,Rain,Wet
1996,Canada,15,4,26.67,231,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,Mostly sunny and warm with temperatures approaching 26 °C (79 °F)[1],Dry
1996,France,9,4,44.44,232,8,French Grand Prix,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,Dry,Dry
1996,Great Britain,10,0,0.0,233,9,British Grand Prix,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,Warm and sunny with temperatures reaching up to 25 °C (77 °F)[1],Dry
1996,Germany,11,1,9.09,234,10,German Grand Prix,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,"Sunny, dry",Dry
1996,Hungary,4,1,25.0,235,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,Sunny with temperatures reaching up to 27 °C (81 °F)[2],Dry
1996,Belgium,21,7,33.33,236,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,Overcast and dry with temperatures reaching up to 17 °C (63 °F)[2],Dry
1996,Italy,12,0,0.0,237,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,Dry,Dry
1996,Portugal,4,3,75.0,238,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,Mostly sunny with ambient temperatures reaching 25 °C during the day.,Dry
1996,Japan,15,3,20.0,239,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,"Sunny, mild and dry",Dry
1995,Brazil,22,5,22.73,240,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,Overcast,Dry
1995,Argentina,27,4,14.81,241,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,Cloudy,Dry
1995,San Marino,44,0,0.0,242,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,"Heavy rain before the start, before brightening up",Wet
1995,Spain,19,2,10.53,243,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,Sunny,Dry
1995,Monaco,9,0,0.0,244,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,"Warm, sunny",Dry
1995,Canada,9,3,33.33,245,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,"Cloudy at start, sunny later with temperatures reaching up to 24.3 °C (75.7 °F)Wind speeds up to 8 km/h (5.0 mph)[1]",Dry
1995,France,9,1,11.11,246,8,French Grand Prix,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,"Cloudy, light drizzle at times",Wet
1995,Great Britain,18,1,5.56,247,9,British Grand Prix,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,"Warm, cloudy, windy",Dry
1995,Germany,22,7,31.82,248,10,German Grand Prix,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,"Sunny, 28 °C (82 °F)",Dry
1995,Hungary,5,1,20.0,249,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,Sunny,Dry
1995,Belgium,26,10,38.46,250,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,"Cloudy, then heavy rain",Wet
1995,Italy,22,4,18.18,251,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,Sunny,Dry
1995,Portugal,16,3,18.75,252,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,Sunny,Dry
1995,Europe,47,6,12.77,253,20,European Grand Prix,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,"Rain, later dried out, air temperature 11 °C (52 °F)",Wet
1995,Pacific,15,7,46.67,254,28,Pacific Grand Prix,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,"Cloudy, dry",Dry
1995,Japan,31,4,12.9,255,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,"Rain, later dried out",Wet
1995,Australia,4,1,25.0,256,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,Sunny[2],Dry
1994,Brazil,20,3,15.0,257,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,Sunny,Dry
1994,Pacific,16,7,43.75,258,28,Pacific Grand Prix,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,Sunny,Dry
1994,San Marino,0,0,0.0,259,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,Sunny,Dry
1994,Monaco,9,1,11.11,260,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,Sunny,Dry
1994,Spain,14,0,0.0,261,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,Sunny,Dry
1994,Canada,28,4,14.29,262,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,Temperatures approaching 26.3 °C (79.3 °F);Wind speeds up to 21 km/h (13 mph)[1],Dry
1994,France,15,2,13.33,263,8,French Grand Prix,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,Sunny,Dry
1994,Great Britain,36,3,8.33,264,9,British Grand Prix,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,Sunny,Dry
1994,Germany,12,2,16.67,265,10,German Grand Prix,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,Sunny,Dry
1994,Hungary,5,1,20.0,266,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,Sunny,Dry
1994,Belgium,36,5,13.89,267,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,Sunny,Dry
1994,Italy,31,3,9.68,268,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,Sunny,Dry
1994,Portugal,27,3,11.11,269,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,Sunny,Dry
1994,Europe,15,2,13.33,270,26,European Grand Prix,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,Sunny,Dry
1994,Japan,3,0,0.0,271,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,"Heavy rain, followed by light showers",Wet
1994,Australia,20,8,40.0,272,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,Sunny with clouds,Dry
1993,South Africa,10,4,40.0,273,30,South African Grand Prix,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)",Wet
1993,Brazil,28,8,28.57,274,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,Dry first then torrential rain for a short period; later drying and staying dry for the rest of the race,Wet
1993,Europe,31,2,6.45,275,31,European Grand Prix,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,"Very cold, rain with dry spells",Wet
1993,San Marino,22,8,36.36,276,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,"Wet at start, dry later",Wet
1993,Spain,18,3,16.67,277,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,Sunny,Dry
1993,Monaco,31,5,16.13,278,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,"Partly cloudy, mild, dry",Dry
1993,Canada,11,7,63.64,279,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,Temperatures reaching up to 29.0 °C (84.2 °F);Wind speeds up to 18.3 km/h (11.4 mph)[1],Dry
1993,France,24,2,8.33,280,8,French Grand Prix,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,No weather description,Dry
1993,Great Britain,26,4,15.38,281,9,British Grand Prix,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,Dry,Dry
1993,Germany,51,16,31.37,282,10,German Grand Prix,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,Dry,Dry
1993,Hungary,39,7,17.95,283,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,No weather description,Dry
1993,Belgium,42,9,21.43,284,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,Sunny and clear,Dry
1993,Italy,30,7,23.33,285,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,Hot and sunny,Dry
1993,Portugal,29,0,0.0,286,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,"Dry, sunny, windy",Dry
1993,Japan,28,8,28.57,287,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,"Dry/wet, warm, cloudy",Wet
1993,Australia,14,2,14.29,288,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,Sunny,Dry
1992,South Africa,22,0,0.0,289,30,South African Grand Prix,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,"Hot, dry and dull",Dry
1992,Mexico,43,4,9.3,290,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,Scattered clouds27 °C (81 °F)[1],Dry
1992,Brazil,20,5,25.0,291,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,Dry,Dry
1992,Spain,41,8,19.51,292,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,"Dry at start, wet later",Wet
1992,San Marino,22,1,4.55,293,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,Sunny,Dry
1992,Monaco,7,1,14.29,294,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,Dry,Dry
1992,Canada,17,1,5.88,295,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Dry with temperatures reaching up to 25 °C (77 °F);Wind speeds up to 14 km/h (8.7 mph)[1],Dry
1992,France,4,1,25.0,296,8,French Grand Prix,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,"Dry, then raining",Wet
1992,Great Britain,29,2,6.9,297,9,British Grand Prix,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,Dry,Dry
1992,Germany,20,2,10.0,298,10,German Grand Prix,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,Dry,Dry
1992,Hungary,27,9,33.33,299,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,Dry,Dry
1992,Belgium,63,22,34.92,300,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,"Overcast, brief rain mid-race",Wet
1992,Italy,43,10,23.26,301,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,Sunny and warm,Dry
1992,Portugal,31,1,3.23,302,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,"Dry, sunny, windy",Dry
1992,Japan,18,2,11.11,303,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,"Dry, warm, cloudy",Dry
1992,Australia,19,4,21.05,304,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,Cloudy,Dry
1991,USA,27,7,25.93,305,33,United States Grand Prix,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,Overcast25 °C (77 °F)[1],Dry
1991,Brazil,26,2,7.69,306,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,"Cloudy at start, rainy later. Ambient temperature: 29.4°C (85°F).Humidity: 95%.Wind speed: 33.7 km/h (21 mph).",Wet
1991,San Marino,40,15,37.5,307,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,"Wet at start, dry by finish",Wet
1991,Monaco,9,1,11.11,308,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,"Cloudy, mild, dry",Dry
1991,Canada,33,7,21.21,309,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Mild with temperatures approaching 25 °C (77 °F);Wind speeds up to 12 km/h (7.5 mph)[1],Dry
1991,Mexico,54,5,9.26,310,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,Mostly Cloudy24 °C (75 °F)[1],Dry
1991,France,41,8,19.51,311,8,French Grand Prix,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,No weather description,Dry
1991,Great Britain,43,8,18.6,312,9,British Grand Prix,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,"Hot, dry, sunny",Dry
1991,Germany,29,6,20.69,313,10,German Grand Prix,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,Hot and sunny,Dry
1991,Hungary,33,2,6.06,314,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,"Hot dry, sunny",Dry
1991,Belgium,35,9,25.71,315,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,Sunny and hot,Dry
1991,Italy,29,8,27.59,316,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,Sunny and warm,Dry
1991,Portugal,25,6,24.0,317,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,Sunny and warm,Dry
1991,Spain,65,7,10.77,318,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,"Warm and overcast, drying",Dry
1991,Japan,6,1,16.67,319,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,"Sunny, warm",Dry
1991,Australia,23,0,0.0,320,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,Torrential rain,Wet
1990,USA,44,8,18.18,321,33,United States Grand Prix,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,Cloudy and cool with temperatures reaching up to 18 °C (64 °F)[1],Dry
