Season,Race,Overtakes,TV,Percentage,GP_num,raceId,circuitId,name_x,url,weather
2002,San Marino,6,3,50.0,4,127,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix,dry
2002,Spain,3,2,66.67,5,128,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix,dry
2002,Austria,20,4,20.0,6,129,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix,dry
2002,Monaco,10,4,40.0,7,130,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix,dry
2002,Canada,17,5,29.41,8,131,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,wet
2002,Europe,25,4,16.0,9,132,20,European Grand Prix,http://en.wikipedia.org/wiki/2002_European_Grand_Prix,wet
2002,Great Britain,48,10,20.83,10,133,9,British Grand Prix,http://en.wikipedia.org/wiki/2002_British_Grand_Prix,wet
2002,France,2,0,0.0,11,134,8,French Grand Prix,http://en.wikipedia.org/wiki/2002_French_Grand_Prix,dry
2002,Germany,24,7,29.17,12,135,10,German Grand Prix,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,dry
2002,Hungary,3,1,33.33,13,136,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,dry
2002,Belgium,6,5,83.33,14,137,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,dry
2002,Italy,16,5,31.25,15,138,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2002_Italian_Grand_Prix,wet
2002,USA,19,7,36.84,16,139,19,United States Grand Prix,http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix,wet
2002,Japan,1,0,0.0,17,140,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix,dry
2001,Australia,20,4,20.0,1,141,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,wet
2001,Malaysia,56,21,37.5,2,142,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,wet
2001,Brazil,31,13,41.94,3,143,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,wet
2001,San Marino,8,4,50.0,4,144,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,wet
2001,Spain,10,1,10.0,5,145,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,dry
2001,Austria,18,7,38.89,6,146,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,wet
2001,Monaco,7,0,0.0,7,147,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,dry
2001,Canada,12,4,33.33,8,148,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,dry
2001,Europe,7,1,14.29,9,149,20,European Grand Prix,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,wet
2001,France,8,2,25.0,10,150,8,French Grand Prix,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,dry
2001,Great Britain,8,5,62.5,11,151,9,British Grand Prix,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,wet
2001,Germany,14,3,21.43,12,152,10,German Grand Prix,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,wet
2001,Hungary,3,1,33.33,13,153,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,wet
2001,Belgium,12,7,58.33,14,154,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,wet
2001,Italy,28,8,28.57,15,155,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,wet
2001,USA,17,5,29.41,16,156,19,United States Grand Prix,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,dry
2001,Japan,18,3,16.67,17,157,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,dry
2000,Australia,11,1,9.09,1,158,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,dry
2000,Brazil,22,9,40.91,2,159,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,wet
2000,San Marino,1,1,100.0,3,160,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,dry
2000,Great Britain,10,3,30.0,4,161,9,British Grand Prix,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,wet
2000,Spain,8,4,50.0,5,162,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,wet
2000,Europe,37,17,45.95,6,163,20,European Grand Prix,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,wet
2000,Monaco,1,1,100.0,7,164,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,wet
2000,Canada,19,9,47.37,8,165,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,wet
2000,France,19,8,42.11,9,166,8,French Grand Prix,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,wet
2000,Austria,28,7,25.0,10,167,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,wet
2000,Germany,49,18,36.73,11,168,10,German Grand Prix,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,wet
2000,Hungary,11,6,54.55,12,169,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,wet
2000,Belgium,28,12,42.86,13,170,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,wet
2000,Italy,20,8,40.0,14,171,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,wet
2000,USA,48,8,16.67,15,172,19,United States Grand Prix,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,wet
2000,Japan,8,1,12.5,16,173,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,wet
2000,Malaysia,30,5,16.67,17,174,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,dry
1999,Australia,46,7,15.22,1,175,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,dry
1999,Brazil,34,4,11.76,2,176,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,dry
1999,San Marino,7,4,57.14,3,177,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,dry
1999,Monaco,5,2,40.0,4,178,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,dry
1999,Spain,5,1,20.0,5,179,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,dry
1999,Canada,15,7,46.67,6,180,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,dry
1999,France,42,17,40.48,7,181,8,French Grand Prix,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,wet
1999,Great Britain,13,4,30.77,8,182,9,British Grand Prix,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,dry
1999,Austria,30,15,50.0,9,183,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,dry
1999,Germany,18,12,66.67,10,184,10,German Grand Prix,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,dry
1999,Hungary,4,0,0.0,11,185,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,dry
1999,Belgium,18,8,44.44,12,186,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,dry
1999,Italy,17,12,70.59,13,187,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,dry
1999,Europe,29,8,27.59,14,188,20,European Grand Prix,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,wet
1999,Malaysia,11,2,18.18,15,189,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,dry
1999,Japan,4,1,25.0,16,190,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,dry
1998,Australia,5,1,20.0,1,191,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,dry
1998,Brazil,15,9,60.0,2,192,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,dry
1998,Argentina,14,5,35.71,3,193,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,dry
1998,San Marino,7,3,42.86,4,194,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,dry
1998,Spain,11,2,18.18,5,195,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,dry
1998,Monaco,2,1,50.0,6,196,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,dry
1998,Canada,10,4,40.0,7,197,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,dry
1998,France,17,0,0.0,8,198,8,French Grand Prix,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,dry
1998,Great Britain,34,7,20.59,9,199,9,British Grand Prix,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,wet
1998,Austria,26,9,34.62,10,200,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,wet
1998,Germany,12,3,25.0,11,201,10,German Grand Prix,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,dry
1998,Hungary,10,3,30.0,12,202,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,dry
1998,Belgium,9,2,22.22,13,203,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,wet
1998,Italy,21,3,14.29,14,204,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,wet
1998,Luxembourg,6,2,33.33,15,205,20,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,dry
1998,Japan,18,3,16.67,16,206,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,dry
1997,Australia,4,0,0.0,1,207,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,dry
1997,Brazil,33,5,15.15,2,208,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,dry
1997,Argentina,36,3,8.33,3,209,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,dry
1997,San Marino,5,3,60.0,4,210,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,dry
1997,Monaco,31,14,45.16,5,211,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,wet
1997,Spain,25,3,12.0,6,212,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,dry
1997,Canada,23,9,39.13,7,213,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,dry
1997,France,8,3,37.5,8,214,8,French Grand Prix,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,wet
1997,Great Britain,14,3,21.43,9,215,9,British Grand Prix,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,dry
1997,Germany,16,4,25.0,10,216,10,German Grand Prix,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,wet
1997,Hungary,26,10,38.46,11,217,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,dry
1997,Belgium,58,14,24.14,12,218,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,wet
1997,Italy,5,2,40.0,13,219,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,dry
1997,Austria,18,9,50.0,14,220,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,dry
1997,Luxembourg,10,3,30.0,15,221,20,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,dry
1997,Japan,11,6,54.55,16,222,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,dry
1997,Europe,11,4,36.36,17,223,26,European Grand Prix,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,wet
1996,Australia,9,3,33.33,1,224,1,Australian Grand Prix,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,dry
1996,Brazil,39,9,23.08,2,225,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,wet
1996,Argentina,23,5,21.74,3,226,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,dry
1996,Europe,23,6,26.09,4,227,20,European Grand Prix,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,dry
1996,San Marino,5,2,40.0,5,228,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,dry
1996,Monaco,6,2,33.33,6,229,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,wet
1996,Spain,6,3,50.0,7,230,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,wet
1996,Canada,15,4,26.67,8,231,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,dry
1996,France,9,4,44.44,9,232,8,French Grand Prix,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,dry
1996,Great Britain,10,0,0.0,10,233,9,British Grand Prix,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,dry
1996,Germany,11,1,9.09,11,234,10,German Grand Prix,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,dry
1996,Hungary,4,1,25.0,12,235,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,dry
1996,Belgium,21,7,33.33,13,236,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,dry
1996,Italy,12,0,0.0,14,237,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,dry
1996,Portugal,4,3,75.0,15,238,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,dry
1996,Japan,15,3,20.0,16,239,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,dry
1995,Brazil,22,5,22.73,1,240,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,wet
1995,Argentina,27,4,14.81,2,241,25,Argentine Grand Prix,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,wet
1995,San Marino,44,0,0.0,3,242,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,wet
1995,Spain,19,2,10.53,4,243,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,dry
1995,Monaco,9,0,0.0,5,244,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,wet
1995,Canada,9,3,33.33,6,245,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,wet
1995,France,9,1,11.11,7,246,8,French Grand Prix,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,dry
1995,Great Britain,18,1,5.56,8,247,9,British Grand Prix,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,wet
1995,Germany,22,7,31.82,9,248,10,German Grand Prix,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,dry
1995,Hungary,5,1,20.0,10,249,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,dry
1995,Belgium,26,10,38.46,11,250,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,wet
1995,Italy,22,4,18.18,12,251,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,dry
1995,Portugal,16,3,18.75,13,252,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,dry
1995,Europe,47,6,12.77,14,253,20,European Grand Prix,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,wet
1995,Pacific,15,7,46.67,15,254,28,Pacific Grand Prix,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,dry
1995,Japan,31,4,12.9,16,255,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,wet
1995,Australia,4,1,25.0,17,256,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,dry
1994,Brazil,20,3,15.0,1,257,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,dry
1994,Pacific,16,7,43.75,2,258,28,Pacific Grand Prix,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,dry
1994,San Marino,0,0,0.0,3,259,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,dry
1994,Monaco,9,1,11.11,4,260,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,dry
1994,Spain,14,0,0.0,5,261,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,dry
1994,Canada,28,4,14.29,6,262,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,dry
1994,France,15,2,13.33,7,263,8,French Grand Prix,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,dry
1994,Great Britain,36,3,8.33,8,264,9,British Grand Prix,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,dry
1994,Germany,12,2,16.67,9,265,10,German Grand Prix,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,dry
1994,Hungary,5,1,20.0,10,266,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,dry
1994,Belgium,36,5,13.89,11,267,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,wet
1994,Italy,31,3,9.68,12,268,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,dry
1994,Portugal,27,3,11.11,13,269,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,dry
1994,Europe,15,2,13.33,14,270,26,European Grand Prix,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,dry
1994,Japan,3,0,0.0,15,271,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,wet
1994,Australia,20,8,40.0,16,272,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,dry
